Texte Jupyter;Auteur;nb_RT;Details_etude;Défiant_Confiant;Mention_Pouvoir;Mention_acteurs_pharma;Mention_Personnalite_politique;Mention_Conflit_interet;Mention_fonctionnement_recherche;Discours_complotiste
"RT @YanisJGR: Le Lancet a accepté, à la demande des auteurs, de modifier les supplementary table des données par continent. Visiblement elles avaient été joliment ""ajustées"". Joli mot pour ""tripatouillées"". #Lancetgate https://twitter.com/YanisJGR/status/1267129800021458944/photo/1";YanisJGR;110;1;D;0;0;0;1;1;0
RT @Guillaume_Bigot: Gouverner monsieur Véran, ce ne peut pas être de laisser flotter comme un bouchon de liège au gré des infoxs et en fonction de la détestation instinctive des « sachants » ou des FakeNews du @TheLancet #LancetGate https://twitter.com/Guillaume_Bigot/status/1268562264195584002/video/1;Guillaume_Bigot;110;0;D;1;0;0;0;0;0
RT @PASCALPOINTUD: 3 des 4 auteurs de l'étude du #LancetGate à charge c/la chloroquine viennent de se rétracter Après l'actrice porno présentatrice de l'étude, voici que des présumés scientifiques reviennent sur leurs travaux, dans le même temps on apprend le suicide tweetorien de @dr_l_alexandre;PASCALPOINTUD;110;0;D;0;0;0;0;0;0
RT @CorinneReverbel: Une autre analyse de l’étude publiée dans The Lancet  Je ne suis donc pas la seule à trouver que cette étude ne prouve pas ce qu’elle avance https://twitter.com/threadreaderapp/status/1263941023731978245;CorinneReverbel;109;0;D;0;0;0;0;0;0
RT @CorinneReverbel: ? Dr. Paul Craig Roberts « L'étude Lancet était urgente car il était essentiel pour Big Pharma de prévenir la propagation du traitement HCQ et de prendre conscience de son innocuité et de son efficacité » https://www.globalresearch.ca/campaign-against-hcq-2/5714311;CorinneReverbel;109;0;D;0;1;0;0;0;0
RT @AldoSterone111: Tout le monde est choqué que le Lancet utilise une prostituée pour une étude bidon. Réveillez vous ! La prostitution dans la science est la norme. Ils sont à vendre au plus offrant.;AldoSterone111;109;0;D;0;0;0;0;0;0
"RT @aragon_jb: AT LAST ! L'article du Lancet, basé sur des données fantasmées, qui prétendait démolir  les traitements du génie de la cité phocéenne est retiré !  Trois des auteurs disent maintenant ""Nous ne pouvons plus garantir la véracité des principales sources de données"" Plus ? ?????? https://twitter.com/TheLancet/status/1268613313702891523";aragon_jb;109;0;D;0;0;0;0;0;0
RT @Olivier_Monteil: Magistrale démonstration du Dr Corinne Reverbel: L'étude foireuse du Lancet hostile au traitement du Pr Raoult, sur laquelle s'est appuyé Véran pour interdire arbitrairement l'hydroxychloroquine en 48 h, est une imposture. La décision de Véran en fait aussi un scandale d'Etat. https://twitter.com/JVerier/status/1265529030708731904;Olivier_Monteil;82;0;D;1;0;0;1;0;0
RT @Drmartyufml: Sommet du ridicule atteint dans 3...2...1 .... #Covid_19 « FredericSays: Le ministre de la Santé Olivier Véran demande des explications à la revue The Lancet, après la diffusion d'une étude contestée sur l'hydroxychloroquine. https://www.bloomberg.com/amp/news/articles/2020-06-03/france-seeks-answers-on-lancet-s-hydroxychloroquine-study?__twitter_impression=true — https://twitter.com/fredericsays/status/1268179954820415488 »;Drmartyufml;108;0;D;1;0;0;0;0;0
RT @JM_Lafon: La plus grande étude sur l'hydroxychloroquine contre Covid-19, publiée ds @TheLancet, montre une augmentation significative des décès (~ 35 %) et un doublement du nombre des arythmies cardiaques graves. ~ 96 000 patients, ~ 15 000 sous HCQ ou CQ dans 671 hôpitaux, 6 continents. https://twitter.com/EricTopol/status/1263811764287725574;JM_Lafon;107;1;C;0;0;0;0;0;0
RT @conspiration: La #chloroquine et #TheLancet : les erreurs et les sources douteuses de Philippe #DousteBlazy Par @mauriceronai  https://www.conspiracywatch.info/la-chloroquine-et-the-lancet-les-erreurs-et-les-sources-douteuses-de-philippe-douste-blazy.html;conspiration;107;0;C;0;0;1;0;0;0
RT @sammourail1: @raoult_didier @PascalPraud @CNEWS Le début d'un scandale  THE LANCET ? Mais d’où vient cette montagne de données ? C’est ce que se demandent de très nombreux scientifiques, qui souhaiteraient avoir accès à toutes les données brutes sur lesquelles les auteurs ont travaillé. https://www.ouest-france.fr/sante/virus/coronavirus/etude-de-la-chloroquine-dans-the-lancet-des-scientifiques-demandent-l-acces-aux-donnees-6850303;sammourail1;107;0;D;0;0;0;0;0;0
RT @GWGoldnadel: Je suppose que vous faites allusion à la saine gestion de dame Buszin ou à la sagacité de Sibeth . Au fait, vous pouvez réécrire les tweets favorables à Raoult que vous aviez courageusement effacés après le Lancet depuis que ce rapport a été pulvérisé.;GWGoldnadel;74;0;D;1;0;1;0;0;0
RT @CorinneReverbel: The Lancet a publié une expression préoccupante pour alerter les lecteurs sur le fait que de graves questions scientifiques ont été portées à leur attention. @francesoir a été le seul de la presse française à émettre des doutes dès le début sur cette étude du Lancet. #LancetGate https://twitter.com/france_soir/status/1268052406211874816;CorinneReverbel;107;0;D;0;0;0;0;0;0
RT @F_Desouche: Etude du Lancet sur la #chloroquine : Le #ministère de la santé a-t-il illégalement délivré des données #ethniques de patients français ? http://www.fdesouche.com/1380903-etude-du-lancet-sur-la-chloroquine-le-ministere-de-la-sante-a-t-il-illegalement-delivre-des-donnees-ethniques-de-patients-francais https://twitter.com/F_Desouche/status/1266437425246679053/photo/1;F_Desouche;106;1;D;1;0;0;0;0;0
RT @Poulin2012: Conclusions sans appel sur l’étude bidon publiée par The Lancet : « c’est du vent. »;Poulin2012;106;0;D;0;0;0;0;0;0
RT @arretsurimages: Fallait-il croire d'emblée l'étude publiée par The Lancet et en tirer des titres accrocheurs mais faux ? Comment donner à la recherche scientifique le traitement qu'elle mérite ? Retour sur ce nouvel épisode en forme d'échec médiatique https://www.arretsurimages.net/articles/lancet-et-chloroquine-les-journalistes-a-la-derive;arretsurimages;106;0;N;0;0;0;0;0;0
RT @ChLECHEVALIER: Ayez CONFIANCE ! Téléchargez #StopCOVID !  Le Gouvernement vs GARANTIT anonymat, etc. Vs pouvez le croire, comme pour :  - les #masques  - le pont aérien  - @SibethNdiaye...  D'ailleurs, les journalistes approuvent, avec leur probité. Comme dans le #LancetGate contre #Raoult !... https://twitter.com/ChLECHEVALIER/status/1266708705292308480/photo/1;ChLECHEVALIER;106;0;D;1;0;0;0;0;0
"RT @ArtLeroux: @sonjoachim à frappé juste, Arianne Anderson, directrice sales et marketing de Surgisphere, la société ayant fourni les données de l'étude du #lancet, a une ressemblance troublante avec l'actrice X Skye Daniels. Le test du grain de beauté (ou ""test Griveaux""), est même positif ! https://twitter.com/ArtLeroux/status/1267056843966361600/photo/1";ArtLeroux;106;0;D;0;0;0;0;0;0
RT @CharlesPrats: ????« Constitue un faux toute altération frauduleuse de la vérité, de nature à causer un préjudice (...) qui peut avoir pour effet d'établir la preuve (...) d'un fait ayant des conséquences juridiques » Je me demande si on ne pourrait pas poursuivre au pénal en ???? le #LancetGate;CharlesPrats;106;0;D;0;0;0;0;0;0
RT @AiphanMarcel: Les études qui disent que la #chloroquine est inefficace sont plus scandaleuses les unes que les autres mais ça n’empêche pas Enthoven de donner son expertise : les fraises tagada, ça marche aussi bien contre le #COVID19... Il publie quand dans le Lancet ? https://twitter.com/BalanceTonMedia/status/1270272807222554625/video/1;AiphanMarcel;106;0;D;0;0;0;0;0;0
RT @jynau: Chloroquine : The Lancet publie un travail accablant contredisant les affirmations du Pr Raoult http://jeanyvesnau.com/2020/05/22/chloroquine-the-lancet-publie-un-travail-accablant-contredisant-les-affirmations-du-pr-raoult/;jynau;105;0;C;0;0;0;0;0;0
"RT @pascalfagnoux: J'en reviens au débat sur la chloroquine, la fameuse étude bidon ""the Lancet"" est une bouée de sauvetage lancée à tous les politiques qui ont refusé pour des raisons obscures le traitement du  professeur Raoult. Il s'agit de les exonérer à l'avenirde toute responsabilité pénale !";pascalfagnoux;105;0;D;1;0;1;0;0;0
RT @NicoleDelepine: @ivanrioufol @TheLancet @olivierveran @raoult_didier Ainsi que le #conseil scientifique qui  a conseillé veran impose des mesures aberrantes de distanciation qui empêche rentrée scolaire normale sans raison sanitaire ! Épidémie terminée ! 500morts cancer/j qui en parle et chirurgiens ne peuvent les opérer plan blanc @PascalPraud;NicoleDelepine;105;0;N;1;0;0;0;0;0
RT @YvesPDB: Hydroxychloroquine : « The Lancet » met en garde contre une étude publiée dans ses colonnes  L’amateurisme de #Véran du #HCSP et des médias qui ont surenchéri sur cette étude !  https://www.lemonde.fr/planete/article/2020/06/03/hydroxychloroquine-le-journal-the-lancet-met-en-garde-contre-une-etude-publiee-dans-ses-colonnes_6041583_3244.html;YvesPDB;105;0;D;1;0;0;0;0;0
RT @f_philippot: Véran a donc fondé sa politique sur une étude retirée ce soir par 3 de ses 4 auteurs, sûrement morts de honte d’avoir osé présenter au monde une telle chose... Démission. Et arrêt du financement français à l’OMS, coupable d’un même empressement tellement suspect...;f_philippot;105;0;D;1;0;0;0;0;0
RT @biobiobiobior: ??Monde, 8 Juin: “The Lancet, OMS, INSERM, ANSM et HCSP, tous coupables” #chloroquine #Hydroxychloroquine #Véran #coronavirus #COVID19 #lancetFraud https://www.afrik.com/hydroxychloroquine-the-lancet-oms-inserm-ansm-et-hcsp-tous-coupables;biobiobiobior;105;0;D;1;0;0;1;0;0
RT @FAUREJEANPAUL5: @raoult_didier Un side effect bénéfique a la précipitation hystérique et narcissique de Veran, des centaines, voir des milliers de praticiens, épidémiologistes, spécialistes ou simples médecin, non médecins sont en train de décortiquer cet article, de discréditer Veran et de tuer le Lancet;FAUREJEANPAUL5;104;0;D;1;0;0;1;1;0
RT @sonjoachim: Au moins un ami infectiologue du collège d’infectiologues du HCSP n’a pas été consulté concernant l’étude du Lancet et le retrait de l’indication de l’hydroxychloroquine! Combien d’autres? Scandale sur scandale.;sonjoachim;104;0;D;0;0;1;0;0;0
"RT @ArianeWalter: Qu'est-ce que ça veut dire :""Je ne suis pas pro-#Raoult."" Tu aurais dit ""Je ne suis pas pro-Dreyfus"", du con! Il y a des moments où il faut dire ""J'accuse""!! Oui, la sainte médecine est bouffée par de monstrueux intérêts financiers. Qui se tait est un lâche.";ArianeWalter;102;0;D;0;0;0;0;0;0
RT @ivanrioufol: Rappel des derniers faits : bidonnage de l'étude du #Lancet il y a bien eu, et #Veran est toujours ministre.#LaGrandeMascarde;ivanrioufol;102;0;D;1;0;0;0;0;0
"RT @Conflits_FR: ???? Lutte contre le #coronavirus : 1/4 des Francais ne souhaitent pas se faire vacciner contre le #COVID?19, selon une étude. 26 % des répondants déclarent que ""si un vaccin contre le #SARSCoV2 devenait disponible, ils ne l'utiliseraient pas"". (The Lancet) #DeconfinementJour13";Conflits_FR;101;0;N;0;0;0;0;0;0
RT @MESNIERThomas: « L'étude publiée dans @TheLancet est claire. Il est temps d'arrêter de prescrire de l'hydroxychloroquine dans le #Covid et il est temps d'arrêter d'en parler, notamment pour les irresponsables politiques des dernières semaines. » @franceinfo #8h30politique https://twitter.com/MESNIERThomas/status/1264862599683981312/video/1;MESNIERThomas;101;0;C;0;0;1;0;0;0
RT @MrSam144: A propos du Lancet. 1 hôpital (sur 671) a été confondu avec un autre, créant une différence de 6 morts. Les chiffres sont en cours de vérification, la surmortalité hcq est à vérifier, aucune raison de conclure quoique ce soit d'autre. Apprenez à vivre avec l'incertitude.;MrSam144;101;1;C;0;0;0;0;0;0
RT @JeanPierreBRAY: Quand The Lancet a sorti son torchon suivie de la réaction par décret du sieur Véran j'ai écris ici que je n'aimerais pas être à sa place quand on découvrira qu'il s'agit d'une supercherie! Et bien voilà, c'est fait, j'espère pour lui qu'il a un bon avocat car ça va être sa fête!;JeanPierreBRAY;101;0;D;1;0;0;0;0;0
RT @lorquaphilip: L'Etude bidon de la revue The Lancet d'un coût de 50 Millions d'€uros a été financée par...........?!... Le Laboratoire Gilead dont le Groupe RMC et BFM Tv possède 3.8 % du capital....... https://twitter.com/OSTERElizabeth1/status/1264463954706907136;lorquaphilip;100;0;D;0;1;0;0;0;0
RT @lepetitmarseil8: ??Les auteurs de l'étude du Lancet refusent de partager leurs données pour un examen approfondi par les statisticiens.  #COVID?19 #HydroxyChloroquineWorks https://twitter.com/dperetti/status/1264894275583651843;lepetitmarseil8;100;0;D;0;0;0;0;0;0
RT @CorinneReverbel: Mehra  (Lancet) avoue avoir utilisé des techniques avancées de modélisation statistique qui ne peuvent pas toujours surmonter les différences non dimensionnées entre les groupes et faisant l’objet de beaucoup de controverses   #Lancetgate #chloroquinegate  http://www.francesoir.fr/opinions-entretiens-societe-sante/interview-exclusive-mandeep-mehra-lhydroxychloroquine-pas-efficace;CorinneReverbel;100;1;D;0;0;0;0;0;0
RT @boutaour: L’analyse du professeur Mégarbane qui soutient les propos de @andrebercoff et de l’auteur de l’étude Lancet Mehra sur @france_soir que la base de données est une base « conçue pour l’évaluation des procédures cardiovasculaires » donc une base de données de cardiaques. https://twitter.com/boutaour/status/1266202034023399424/video/1;boutaour;100;0;D;0;0;0;0;0;0
RT @OSTERElizabeth1: L'ESPAGNE, désavoue l'#OMS ainsi que l'étude #MEHRA du LANCET, et maintient le traitement du covid-19 avec l'#HydroxyChloroquine . La voie de la raison s'exprime dans de nombreux pays. Mais que se passe-t-il en FRANCE? Qu'est devenu le droit à la santé des français? « GregoryMakles: Extremely interesting article on why Spain stick on using and testing HCQ despite the Lancet article. Actually gives me hope we'll end up having a clear picture. (use deepl to translate if needed). https://elpais.com/sociedad/2020-05-27/sanidad-apuesta-por-seguir-usando-e-investigando-la-hidroxicloroquina-frente-al-coronavirus.html — https://twitter.com/GregoryMakles/status/1266122554344947718 »;OSTERElizabeth1;100;0;D;0;0;0;1;0;0
RT @CorinneReverbel: Le New York Times couvre la controverse entourant la récente étude de The Lancet.    «Tant le nombre de cas et de décès que la collecte de données détaillées semblent peu probables.» https://twitter.com/niro60487270/status/1266378317789229059;CorinneReverbel;100;0;D;0;0;0;0;0;0
RT @sonjoachim: Le patron de l’ANSM ferait bien de rendre des comptes au parlement et au gouvernement sur les données ethniques collectées ou inventées sur les patients français pour le lancet et le NEJM au lieu de jouer à faire chier les chercheurs de son propre pays. https://twitter.com/sonjoachim/status/1267939128827666439/photo/1;sonjoachim;100;0;D;1;0;0;0;0;0
RT @silvano_trotta: Voilà ils se rétractent toute honte bue !!!! Et les démissions chez nous c’est pour quand ??????;silvano_trotta;100;0;D;0;0;0;0;0;0
RT @edouardhusson: Ça va être un jeu de massacre. L'étude du Lancet va être démolie de fond en comble.;edouardhusson;99;0;N;0;0;0;1;0;1
"RT @jmAlric11: L’#Australie confirme que les chiffres concernant leur pays et faisant partie de l’étude parue dans le #Lancet sont faux ???? « niro60487270: More problems with the recent Lancet study.  ""Victoria’s department confirmed the study’s results relating to the Australian data did not reconcile with the state’s coronavirus data, including hospital admissions and deaths.""  https://amp-theguardian-com.cdn.ampproject.org/c/s/amp.theguardian.com/science/2020/may/28/questions-raised-over-hydroxychloroquine-study-which-caused-who-to-halt-trials-for-covid-19 — https://twitter.com/niro60487270/status/1265902196438097920 »";jmAlric11;98;1;D;0;0;0;0;0;0
RT @aragon_jb: #LancetGate Ce seul chiffre pulvérise l'étude du Lancet ! Une étude réalisée sur 7000 patients Covid_19 hospitalisés aux Etats-Unis donnait le chiffre de 1,5% ! Et l'on passe à 10% ?!?!? It's not possible !!!! https://twitter.com/aragon_jb/status/1266995157959880705;aragon_jb;98;0;D;0;0;0;0;0;0
RT @ChabriereEric: Terrible ! + les hrs passent et + #TheLancet s’enfonce dans un marasme de déconsidération La plupart «des vertueux» de la communauté scientifique relèvent des incohérences extravagantes à tous les étages de l’étude #Surgisphere  #LancetGate by #Gilead c le jeu des 700 erreurs ?? https://twitter.com/mikejohansenmd/status/1267132838396268550 https://twitter.com/ChabriereEric/status/1267276996826062850/photo/1;ChabriereEric;98;0;D;0;0;0;0;0;0
RT @VictorSinclair3: Ce qui est dingue, c'est que dans un pays normal, après le rétropédalage du Lancet, le Ministre de la santé aurait démissionné et le Président aurait immédiatement suspendu son (notre) soutien financier à l'OMS (qui est en fait La Direction du Développement de la fondation Gates);VictorSinclair3;98;0;D;1;0;0;0;0;0
RT @ViolaineGuerin: Délire du Lancet, 2 hypothèses parmi d'autres : 1/ certains ont-ils fait un #COVID cérébral atteignant leurs facultés de jugement ? 2/ le confinement a-t-il révélé des pathologies psychiatriques dormantes exacerbées par la simple prononciation du mot #hydroxychloroquine ?;ViolaineGuerin;98;0;D;0;0;0;0;0;0
RT @aragon_jb: Donc, l'UE veut autoriser le remdesivir, alors que la seule étude randomisée montre qu'il n'a aucune efficacité ! 14 % de décès dans le groupe Remdesivir, 13% pour le placebo !!! et aucune différence sur la charge virale ! https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(20)31022-9/fulltext https://twitter.com/aragon_jb/status/1263032766226141184/photo/1;aragon_jb;97;0;N;0;0;0;0;0;0
"RT @CorinneReverbel: D'autres problèmes dans l'article du Lancet, concernant les données sur la ""race / l'origine ethnique"". De nombreux hôpitaux ne collectent pas de telles données.(voir c'est illégal). Donc d'où sortent ces données ? https://twitter.com/dperetti/status/1266054356786458624";CorinneReverbel;97;1;D;0;0;0;0;0;0
RT @blvckovo: C grave???? 1/ IHU de Marseille a bien fait un groupe de contrôle  Comment est t’il possible que BFM nous a fait croire le contraire durant des mois  Leur volonté a été de soigner tout le monde une fois que la 1er étude était concluant afin de sauver un maximum de vie #LancetGate https://twitter.com/blvckovo/status/1266454986126434306/video/1;blvckovo;97;0;D;0;0;0;0;0;0
RT @aragon_jb: #LancetGate Personne ne sait si les hôpitaux d'où proviendraient les prétendues données des prétendus patients de la prétendue étude de la désormais prétendue revue scientifique existent ou non !!! C'est INACCEPTABLE  !!!! Nous scientifiques ou citoyens, exigeons leurs noms !!! https://twitter.com/aragon_jb/status/1267028101227261952;aragon_jb;97;1;D;0;0;0;0;0;0
RT @DocteurGonzo4: L’étude du Lancet rétractée.  #VeranDemission https://twitter.com/jeremyfaust/status/1268615125323272192;DocteurGonzo4;97;0;D;1;0;0;0;0;0
RT @ViolaineGuerin: C'est bien, il y a des journalistes qui investiguent dans ce pays ! Etude Boulware du New England... dans #FranceSoir #hydroxychloroquine #alloyapluspersonneauboutdufil http://www.francesoir.fr/societe-sante/le-diable-est-vraiment-dans-le-detail-apres-lancet-nous-remettons-en-cause-le-new;ViolaineGuerin;97;0;D;0;0;0;0;0;0
RT @RenaudCamus: Je suis très inquiet pour “The Lancet”. Encore quelques années comme ça et il risquent de devenir “Le Monde” de  la presse médicale.;RenaudCamus;97;0;D;0;0;0;0;0;0
RT @FlaurentNeuhaus: @Laissonslespre1 C'est logique qu'il réagisse comme cela face au Lancet, car Si Olivier Véran reconnait que la bithérapie Raoult a sauvé des vies alors l'interdiction de cette bithérapie aux généralistes par lui-même et son accolyte Buzyn sera considérée comme criminelle (28.000 morts) https://twitter.com/FlaurentNeuhaus/status/1264173116948975617/photo/1;FlaurentNeuhaus;96;0;D;1;0;0;0;0;0
Hydroxychloroquine : The Lancet dans de sales draps… http://jdmichel.blog.tdg.ch/archive/2020/05/24/hydroxychloroquine-the-lancet-dans-de-sales-draps-306637.html;Inconnu;0;0;D;0;0;0;0;0;0
"RT @drkronbernard: Et ça continue;réquisitions des masques=pas de masques,réquistion des cliniques=on n'opère plus=800 000 interventions retardées=perte de chance/ 6 500 respirateurs inadaptés et maintenant le HCSP désavoue le Lancet et la décision O.Véran=Ségur @andrebercoff 12h/14h";drkronbernard;96;0;N;1;0;0;0;0;0
RT @flabrouillere: Chloroquine : des erreurs dans l’étude publiée par The Lancet mettent en péril la réputation d’infaillibilité de la prestigieuse revue médicale. Le Parisien http://www.leparisien.fr/societe/hydroxychloroquine-des-scientifiques-critiquent-la-methodologie-de-l-etude-dans-the-lancet-29-05-2020-8326071.php;flabrouillere;96;0;D;0;0;0;0;0;0
RT @philippefroguel: Breaking news du jour: 1/ le fameux article du Lancet est en partie fake et probablement largement erroné 2/ lee comités scientifiques des etudes randomisees discovery recovery et canadiennes rejettent les conclusions du Lancet et reprennent les etudes de HCQ 3/ bof le Lancet ?? https://twitter.com/philippefroguel/status/1265997163789717505/photo/1;philippefroguel;95;0;D;0;0;0;0;0;0
RT @CorinneReverbel: Bravo à tous !  L'étude du de Mehra et al. est finalement retirée du journal #Lancet  @france_soir  @ArtLeroux @dperetti @JamesTodaroMD  @andrebercoff  @SudRadio  @biobiobiobior  @boutaour https://twitter.com/ArtLeroux/status/1268619628126715904;CorinneReverbel;95;0;D;0;0;0;0;0;0
"RT @dragonduclos: Les chercheurs en virologie australiens demandent des explications sur l’étude anti chloroquine publiée par The Lancet, les chiffres des hôpitaux australiens ne correspondant pas à ceux exploités. ""Qu'est ce qui pourrait encore être faux"" ? https://www.patriote.info/actualite/coronavirus-actualite/the-gardian-les-chercheurs-en-virologie-australiens-demandent-des-explications-sur-letude-anti-chloroquine-publiee-sur-the-lancet-les-chiffres-des-hopitaux-australiens-ne-correspondent-pas-a-ceux/ via @tepatriote";dragonduclos;94;1;D;0;0;0;0;0;0
"RT @CorinneReverbel: D'autres problèmes dans l'article du Lancet, concernant les données sur la ""race / l'origine ethnique"". De nombreux hôpitaux ne collectent pas de telles données.(voir c'est illégal). Donc d'où sortent ces données ?";CorinneReverbel;97;1;D;0;0;0;0;0;0
RT @f_philippot: « Ceux qui savent », c’est la formidable étude du Lancet ?  C’est le ministre Véran qui savait combien il y avait de masques et l’a dit aux Français ? Ceux qui savent depuis 30 ans comment vaincre le chômage ? Ou ceux qui savent mieux que le peuple quand celui-ci vote NON ?... https://twitter.com/cpolf5/status/1267162597020885001;f_philippot;94;0;D;1;0;1;0;0;0
RT @biobiobiobior: ?? URGENT, 2 Juin : The Lancet fait machine arrière sur l étude US et demande des explications à ses auteurs. #chloroquine #Macron #hydroxychroloquine #Véran #Breaking #lancetFraud #LancetGate #Raoult;biobiobiobior;354;0;D;1;0;0;0;0;0
RT @GuyduFaur: Speedy @olivierveran Gonzales s'est aperçu qu'il était allé un peu vite pour interdire la molécule et demande les précisions qu'il aurait du commencer par demander ! ??  ?? Hydroxychloroquine : Véran a écrit à The Lancet au sujet de l’étude controversée https://www.patriote.info/actualite/hydroxychloroquine-olivier-veran-a-ecrit-a-the-lancet-au-sujet-de-letude-controversee/;GuyduFaur;94;0;D;1;0;0;0;0;0
RT @drkronbernard: The Lancet:3 des 4 médecins se sont rétractés ..sauf celui qui dirige #Surgisphère mais il refuse de donner ses sources et son commanditaire! Ses trois associés ne sont pas médecins,  Bizarre, vous avez dit bizarre...comme c'est bizarre! @andrebercoff @raoult_didier @alainhoupert;drkronbernard;94;0;D;0;0;0;0;0;0
RT @philippeherlin: Très éclairante intervention de Philippe Douste-Blazy qui explique pourquoi l’étude du #Lancet n’a pas de valeur (et donc que Didier #Raoult a raison), comment les labos manipulent les publications scientifiques, et que #Véran est à leur service. > https://youtu.be/1Va7IY784G8 https://twitter.com/philippeherlin/status/1264477697671127042/photo/1;philippeherlin;93;0;D;1;1;0;0;0;0
RT @GuyduFaur: Surprenant non ? ??@LCI @olivierveran @oliviagregoire   Les chercheurs en virologie australiens demandent des explications sur l’étude anti chloroquine publiée sur The Lancet, les chiffres des hôpitaux australiens ne correspondent pas à ceux exploités. https://www.theguardian.com/science/2020/may/28/questions-raised-over-hydroxychloroquine-study-which-caused-who-to-halt-trials-for-covid-19;GuyduFaur;93;1;D;0;0;0;0;0;0
RT @CorinneReverbel: Merci aussi au journal @le_Parisien de lui aussi donner les vrais informations au sujet de cette étude du Lancet  Nous attendons cela de la presse, pas de simples redites des annonces AFP;CorinneReverbel;76;0;D;0;0;0;0;0;0
RT @CorinneReverbel: Le New York Times couvre la controverse entourant la récente étude de The Lancet.    «Tant le nombre de cas et de décès que la collecte de données détaillées semblent peu probables.»;CorinneReverbel;100;0;D;0;0;0;0;0;0
RT @dperetti: La Directrice des Ventes de SurgiSphere / QuartzClinical (société dont l'auteur de l'étude du Lancet est le dirigeant, et qui a prétendument permis de collecter les données des 100,000 patients)... ... est en réalité un mannequin qui travaille dans l'événementiel. #LancetGate « dperetti: ?? SurgiSphere / QuartzClinical's Director of Sales Marketing is actually an event hostess doing modeling work.  #LancetGate https://twitter.com/dperetti/status/1266530707914067970/photo/1 — https://twitter.com/dperetti/status/1266530707914067970 »;dperetti;93;0;D;0;0;0;0;0;0
RT @ChabriereEric: Pour le Pr #Raoult le #LancetGate c’est « Les pieds nickelés font de la science, ils ont embarqué un malheureux suisse (un cousin du troll Mathieu ?) dans cette affaire.. »   #lancetFraud #Lancet #Hydroxycloroquine #HCQ https://twitter.com/ChabriereEric/status/1267799915113197568/video/1;ChabriereEric;93;0;D;0;0;0;0;0;0
RT @chipirons64: Le drame au delà du scandale lancet, c est que ce gvt, veran ont descendu le prof Raoul pour faire vendre le produit de gilead qui en plus n est pas bon. Ils sont engraissé par les lobbys et laissent mourir la population, toute la période de ce virus, ils ont interdit de soigner https://twitter.com/GG_RMC/status/1268090392102219776;chipirons64;93;0;D;1;1;0;0;0;0
RT @philippeherlin: Olivier #Véran a écrit à The Lancet au sujet de l'étude controversée sur l’#hydroxychloroquine ?? Face à la polémique grandissante du #LancetGate, le ministre de la santé commence à se ménager une porte de sortie ?? ?? And the winner is #Raoult ?? https://www.lexpress.fr/actualite/societe/sante/hydroxychloroquine-olivier-veran-a-ecrit-a-the-lancet-au-sujet-de-l-etude-controversee_2127377.html;philippeherlin;93;0;D;1;0;0;1;0;0
RT @Olivier_Monteil: Véran s'est piégé lui-même en outrepassant le droit. Il doit démissionner.;Olivier_Monteil;93;0;D;1;0;0;0;0;0
RT @UPR_Asselineau: ?? #LancetGate ??  ?? La mascarade sur la Chloroquine en France  #COVID19 #Raoult #chloroquine   https://www.upr.fr/actualite/lancetgate-la-mascarade-sur-la-chloroquine-en-france/ https://twitter.com/UPR_Asselineau/status/1268611736942178307/photo/1;UPR_Asselineau;93;0;D;0;0;1;0;0;0
RT @GuillaumeDaret: ??#Hydroxychloroquine: 3 des auteurs de l'étude du Lancet se rétractent (#Lancet) #COVID?19;GuillaumeDaret;93;0;N;0;0;0;0;0;0
RT @andrebercoff: Nous sommes toujours en guerre sur @SudRadio de midi à 14h.... #AllLivesMattter , #GeorgeFloyd , #COVID19 , #LancetGate , #OlivierVeran , et plus si affinités.;andrebercoff;93;0;N;1;0;0;0;0;0
RT @PASCALPOINTUD: La LREM est magnifique Palmarès de la semaine : Moscovici à la Cour ds Comptes malgré soupçons avérés  Veran ridiculisé lui qui a défendu l escroquerie #LancetGate   Et Macron ordonne à Belloubet de rencontrer malgré séparation ds pouvoirs&Indépendance justice le Girl band Traoré;PASCALPOINTUD;93;0;D;1;0;0;0;0;0
"RT @OSTERElizabeth1: Les auteurs de l'article  du Lancet anti #hydroxychloroquine  refusent de communiquer leurs données ! Une suspicion renforcee plane sur cette étude très contestée,  mais brandie par l'OMS pour cesser ""provisoirement "" les essais  sur le protocole #Raoult ! Pour qui bosse l'#OMS? « lepetitmarseil8: ??Les auteurs de l'étude du Lancet refusent de partager leurs données pour un examen approfondi par les statisticiens.  #COVID?19 #HydroxyChloroquineWorks https://twitter.com/dperetti/status/1264894275583651843 — https://twitter.com/lepetitmarseil8/status/1264895984519335936 »";OSTERElizabeth1;92;0;D;0;0;0;0;1;0
RT @edouardhusson: Ça va être un jeu de massacre. L'étude du Lancet va être démolie de fond en comble. https://twitter.com/aragon_jb/status/1265733961512292352;edouardhusson;92;0;N;0;0;0;0;0;0
RT @CorinneReverbel: Victoria et le Département fédéral de la santé d'Australie ont nié avoir donné à @Surgisphere l’étude de l'exploration de données de patients  #COVID19  de 5 hôpitaux australiens dont dit s’être servis les auteurs de l'article The Lancet / Mehra et al https://twitter.com/ausbatterygrad1/status/1265970857551097860;CorinneReverbel;62;0;D;0;0;0;0;0;0
